image_id,points
img_00050.png,"[[138.43051147460938, 315.5776062011719], [519.6790161132812, 207.64877319335935], [400.0630493164063, 74.93435668945312]]"
img_00051.png,"[[113.0605239868164, 317.5155944824219], [401.6009521484375, 237.3250274658203], [473.8673095703125, 63.5941047668457], [157.03713989257812, 131.4598388671875], [296.8129272460937, 40.433135986328125], [579.5362548828125, 264.3353576660156]]"
img_00052.png,"[[368.41796875, 217.22018432617188]]"
img_00053.png,"[[448.4683227539063, 386.1118469238281], [133.233154296875, 93.69172668457033], [257.4609069824219, 400.9205932617188], [261.7631225585937, 231.11557006835935], [465.0803833007813, 201.37545776367188]]"
img_00054.png,"[[174.21697998046875, 174.91452026367188], [437.8826904296875, 400.0523986816406], [519.4864501953125, 184.80224609375]]"
img_00055.png,"[[497.8135070800781, 253.52793884277344], [70.60440063476562, 257.8303527832031], [84.91226959228516, 400.52679443359375], [522.0997314453125, 106.5953140258789]]"
img_00056.png,"[[552.755615234375, 107.21746826171876]]"
img_00057.png,"[[124.89704895019533, 115.66453552246094], [384.4087524414063, 293.362548828125]]"
img_00058.png,"[[112.38371276855467, 97.58625030517578]]"
img_00059.png,"[[96.28741455078124, 205.5956115722656], [272.108642578125, 401.12640380859375], [282.08905029296875, 189.38714599609372]]"
img_00060.png,"[[108.91299438476562, 63.3365592956543], [102.79560089111328, 233.20237731933597]]"
img_00061.png,"[[54.10860824584961, 221.1240692138672], [544.5103759765625, 420.2477416992188], [58.41835784912109, 343.26153564453125]]"
img_00062.png,"[[502.9359436035156, 306.63330078125], [78.16754913330078, 87.04550170898438], [316.22137451171875, 225.2953186035156]]"
img_00063.png,"[[597.41748046875, 279.7319030761719], [128.032958984375, 238.89459228515625]]"
img_00064.png,[]
img_00065.png,"[[63.67894744873047, 296.65838623046875], [487.5541076660156, 375.850830078125]]"
img_00066.png,"[[367.681884765625, 246.55772399902344], [454.9149169921875, 419.2916870117188], [145.90005493164062, 149.39964294433594]]"
img_00067.png,"[[136.2893524169922, 315.1018981933594], [351.43292236328125, 352.2784729003906], [582.9902954101562, 301.0827941894531]]"
img_00068.png,"[[379.0070190429688, 274.7514038085937], [229.73280334472656, 72.37474060058594]]"
img_00069.png,"[[315.89434814453125, 192.6259613037109], [575.72119140625, 414.9477844238281], [89.12248229980469, 164.4477081298828]]"
img_00070.png,"[[543.0855712890625, 179.59085083007812], [515.0014038085938, 352.5523376464844]]"
img_00071.png,"[[65.14823913574219, 65.75093078613281], [570.0028686523438, 136.61460876464844], [421.4556884765625, 158.09912109375]]"
img_00072.png,"[[271.7878112792969, 407.2117919921875], [449.4274291992188, 412.52099609375], [461.9059753417969, 222.29067993164065]]"
img_00073.png,"[[303.4046325683594, 399.5905151367188], [551.8622436523438, 219.15084838867188], [272.566162109375, 112.56236267089844], [467.7029418945313, 427.0136413574219]]"
img_00074.png,"[[538.114013671875, 236.44248962402344], [116.19730377197266, 105.45490264892578], [174.45814514160156, 366.451904296875], [337.31903076171875, 97.575439453125], [312.7666320800781, 415.9480895996094]]"
img_00075.png,"[[579.2654418945312, 63.83535385131836], [399.4192504882813, 179.23287963867188], [141.1119384765625, 380.8976135253906], [260.79998779296875, 364.5461120605469], [395.17974853515625, 357.40350341796875]]"
img_00076.png,"[[88.4386978149414, 404.343505859375], [597.839599609375, 229.51788330078125]]"
img_00077.png,"[[539.3743896484375, 81.19071960449219], [246.4593505859375, 240.21592712402344]]"
img_00078.png,"[[577.6419677734375, 378.24267578125], [573.180908203125, 292.5141906738281]]"
img_00079.png,[]
img_00080.png,"[[98.43728637695312, 82.49270629882812], [51.79320526123047, 411.84906005859375], [221.4783172607422, 346.09442138671875]]"
img_00081.png,"[[569.179931640625, 305.9789428710937], [339.877685546875, 409.3354797363281]]"
img_00082.png,"[[522.8189697265625, 258.8733215332031]]"
img_00083.png,"[[558.3179931640625, 113.38743591308594], [87.56338500976562, 84.8197021484375], [579.4336547851562, 277.9603881835937], [87.79299926757812, 201.54437255859372]]"
img_00084.png,"[[578.4908447265625, 225.8699951171875], [243.6736602783203, 306.03594970703125], [403.5029602050781, 223.10841369628903], [84.333251953125, 263.9534606933594], [478.3788757324219, 74.59416198730469]]"
img_00085.png,[]
img_00086.png,"[[571.16162109375, 133.3319091796875], [394.42572021484375, 46.79004669189453]]"
img_00087.png,"[[236.53707885742188, 279.5662841796875], [71.09231567382812, 237.99819946289065]]"
img_00088.png,"[[450.6314086914063, 418.7169189453125], [535.608154296875, 247.52914428710935], [365.9109497070313, 140.44635009765625], [242.34683227539065, 336.5372314453125], [172.90145874023438, 75.83366394042969]]"
img_00089.png,[]
img_00090.png,"[[587.5488891601562, 375.185546875]]"
img_00091.png,"[[56.01348876953125, 58.52370834350586], [76.42106628417969, 242.3018951416016], [521.9089965820312, 230.1334991455078], [271.10845947265625, 211.75836181640625], [38.01605224609375, 442.875244140625]]"
img_00092.png,"[[517.028076171875, 319.0715026855469], [241.15396118164065, 412.3863830566406], [311.4467163085937, 201.62582397460935], [535.5816040039062, 108.13629913330078], [65.43279266357422, 218.13414001464844], [112.9689483642578, 92.35055541992188]]"
img_00093.png,"[[440.2024230957031, 239.38189697265625], [344.21600341796875, 395.31201171875], [490.2351684570313, 424.8275451660156], [152.90362548828125, 364.5977783203125]]"
img_00094.png,[]
img_00095.png,"[[572.5284423828125, 324.91900634765625], [603.8377075195312, 200.6239318847656]]"
img_00096.png,"[[497.4071960449219, 360.5366821289063], [79.31035614013672, 48.93198394775391]]"
img_00097.png,"[[171.75953674316406, 249.5721740722656]]"
img_00098.png,"[[301.8293762207031, 313.7825927734375], [164.9024200439453, 66.44672393798828], [545.69189453125, 223.8558349609375], [301.46490478515625, 92.89141845703124]]"
img_00099.png,"[[51.370365142822266, 287.2933959960937], [61.29313659667969, 172.84988403320312]]"
img_00100.png,"[[142.74551391601562, 161.13243103027344], [549.31982421875, 57.37340927124024]]"
img_00101.png,"[[451.755615234375, 289.9119873046875], [573.7424926757812, 93.21725463867188], [168.2915802001953, 159.69677734375], [284.38360595703125, 197.07708740234372], [323.97039794921875, 88.1036148071289], [240.5933074951172, 34.36167907714844]]"
img_00102.png,"[[521.9800415039062, 382.3731994628906], [111.2607879638672, 101.72557067871094], [172.52227783203125, 304.10479736328125], [538.3162841796875, 185.94760131835935]]"
img_00103.png,"[[341.0234680175781, 373.7682800292969], [540.7244873046875, 368.4904174804688], [82.10447692871094, 337.065673828125]]"
img_00104.png,"[[505.07659912109375, 176.19107055664062], [188.6268310546875, 413.1668701171875], [552.3165283203125, 377.163330078125], [233.97976684570312, 186.6324462890625]]"
img_00105.png,"[[430.1452026367188, 57.446102142333984], [516.7313232421875, 303.977783203125]]"
img_00106.png,[]
img_00107.png,[]
img_00108.png,"[[117.15031433105467, 139.0264434814453], [311.8521728515625, 380.447265625], [396.27239990234375, 195.02731323242188], [563.8758544921875, 274.1354675292969]]"
img_00109.png,"[[596.646484375, 178.0177001953125], [377.6529541015625, 136.9064483642578]]"
img_00110.png,"[[66.44929504394531, 249.9925537109375]]"
img_00111.png,"[[58.22395706176758, 93.4477767944336]]"
img_00112.png,"[[578.64599609375, 118.31475830078124], [84.797607421875, 108.74920654296876]]"
img_00113.png,"[[340.4322814941406, 408.6369018554688], [41.80723571777344, 89.00714111328125], [169.78564453125, 68.57722473144531]]"
img_00114.png,"[[385.4218444824219, 361.1424560546875], [461.9592895507813, 156.03976440429688], [153.05397033691406, 173.21429443359375], [239.2948303222656, 378.71038818359375]]"
img_00115.png,"[[57.2282600402832, 229.80105590820312], [241.74508666992188, 178.29307556152344], [374.9939880371094, 251.12298583984372]]"
img_00116.png,"[[130.89398193359375, 389.2982177734375], [248.1966094970703, 87.87310791015625], [195.29161071777344, 260.3653564453125], [82.17404174804688, 90.5110855102539]]"
img_00117.png,[]
img_00118.png,"[[192.03347778320312, 364.135009765625], [438.7153015136719, 294.7037658691406], [335.3340759277344, 56.83170318603516], [573.9035034179688, 56.20061492919922], [445.0935363769531, 54.8758430480957]]"
img_00119.png,"[[437.5364379882813, 63.994239807128906], [151.52406311035156, 227.57888793945312], [572.4871215820312, 57.11271667480469], [456.59222412109375, 305.48272705078125]]"
img_00120.png,"[[570.0206298828125, 179.7165985107422], [572.254638671875, 415.76123046875]]"
img_00121.png,"[[295.8910217285156, 196.5624237060547]]"
img_00122.png,"[[517.3704833984375, 134.8702392578125], [401.5051574707031, 350.65625]]"
img_00123.png,"[[583.190185546875, 226.0382080078125], [47.51728820800781, 204.7920837402344], [57.39731597900391, 105.3450164794922], [308.14715576171875, 220.517578125]]"
img_00124.png,"[[220.13357543945312, 401.7033996582031], [52.000709533691406, 435.8000793457031]]"
img_00125.png,"[[535.1715698242188, 376.3179321289063], [120.22914123535156, 305.9924011230469], [105.21451568603516, 430.5880126953125], [601.98291015625, 172.18154907226562]]"
img_00126.png,"[[214.439697265625, 438.5421142578125], [299.1246337890625, 418.4116516113281], [101.4335479736328, 409.9726867675781]]"
img_00127.png,"[[541.7413330078125, 108.3194351196289]]"
img_00128.png,"[[457.91497802734375, 136.7437744140625], [420.361328125, 397.65423583984375], [242.2957305908203, 384.8215637207031], [157.15115356445312, 68.92530822753906]]"
img_00129.png,"[[185.1690368652344, 362.2900085449219]]"
img_00130.png,"[[165.50714111328125, 331.83770751953125], [462.9112243652344, 132.86671447753906], [521.9315795898438, 358.843505859375], [108.06651306152344, 127.8328628540039], [342.2734069824219, 341.01953125]]"
img_00131.png,"[[508.57708740234375, 219.4608917236328]]"
img_00132.png,"[[241.74822998046875, 131.10272216796875], [493.9267883300781, 232.3207550048828]]"
img_00133.png,"[[593.23583984375, 41.32806015014648], [555.9696044921875, 398.4158935546875], [105.46729278564452, 145.84152221679688], [102.64867401123048, 314.2292785644531]]"
img_00134.png,"[[242.33187866210935, 222.29974365234372]]"
img_00135.png,"[[466.0718078613281, 267.2236328125], [65.60064697265625, 430.0385437011719], [335.119873046875, 76.44599151611328]]"
img_00136.png,"[[90.62532806396484, 86.61801147460938], [416.5532836914063, 298.2884521484375], [533.3865966796875, 427.285888671875]]"
img_00137.png,"[[120.4698486328125, 215.87550354003903], [475.2987060546875, 340.6815795898437], [511.9710693359375, 121.5663604736328], [249.056396484375, 102.87565612792967]]"
img_00138.png,"[[85.08406829833984, 114.6383819580078], [86.24995422363281, 435.5591430664063], [362.1257629394531, 223.11331176757807]]"
img_00139.png,"[[299.69464111328125, 50.97064208984375], [550.406982421875, 434.1863403320313]]"
img_00140.png,"[[561.6524658203125, 354.36407470703125]]"
img_00141.png,"[[567.7838134765625, 374.4217224121094], [318.8162841796875, 211.03704833984372]]"
img_00142.png,"[[196.9643402099609, 97.02523803710938], [62.841304779052734, 261.9188842773437]]"
img_00143.png,"[[540.3969116210938, 174.982666015625], [178.6624755859375, 283.1394348144531]]"
img_00144.png,"[[135.76329040527344, 321.018310546875], [479.1375427246094, 228.9945831298828], [126.16857147216795, 436.6301879882813]]"
img_00145.png,[]
img_00146.png,"[[93.146240234375, 405.2960815429688], [344.5124816894531, 378.75823974609375], [518.4146728515625, 326.090087890625], [244.7867584228516, 423.01373291015625]]"
img_00147.png,"[[116.77009582519533, 343.0826416015625]]"
img_00148.png,"[[148.65005493164062, 51.04410171508789], [324.8129272460937, 174.448486328125], [279.7279663085937, 364.4793090820313], [108.0438995361328, 325.5965576171875]]"
img_00149.png,"[[430.87939453125, 118.6934814453125], [51.60444259643555, 410.2830200195313], [382.58929443359375, 379.6978149414063], [600.8145751953125, 250.41497802734372]]"
img_00150.png,"[[73.39128112792969, 362.8458862304688], [554.6315307617188, 330.67333984375], [288.28521728515625, 65.26153564453125], [114.33650207519533, 76.1295166015625], [560.457763671875, 147.22061157226562], [47.68484115600586, 169.99209594726562]]"
img_00151.png,"[[581.8800048828125, 65.57194519042969], [594.0328369140625, 344.0712585449219], [566.6697998046875, 161.9988250732422]]"
img_00152.png,"[[380.5725708007813, 371.02252197265625], [454.9998779296875, 167.6576385498047], [77.83625793457031, 398.0161743164063]]"
img_00153.png,"[[513.0244140625, 352.5707702636719], [316.05767822265625, 77.16142272949219], [157.24884033203125, 59.86455535888672]]"
img_00154.png,"[[472.9326477050781, 186.93121337890625], [546.8212890625, 44.82878112792969]]"
img_00155.png,"[[433.8647766113281, 158.80990600585938]]"
img_00156.png,"[[62.237674713134766, 158.32345581054688], [38.87041473388672, 64.65190124511719], [570.990966796875, 284.7540283203125], [543.889404296875, 154.9290313720703], [275.9617004394531, 289.10308837890625]]"
img_00157.png,"[[115.8532257080078, 121.52338409423828], [329.008544921875, 148.3571319580078]]"
img_00158.png,"[[174.6096649169922, 89.86876678466797], [464.209716796875, 295.817138671875], [244.97653198242188, 320.616943359375], [541.4669189453125, 108.34602355957033]]"
img_00159.png,"[[229.51373291015625, 273.6669921875], [571.64990234375, 78.96200561523438]]"
img_00160.png,"[[451.3333129882813, 344.57135009765625], [142.24618530273438, 406.77386474609375]]"
img_00161.png,"[[547.0081787109375, 341.9913635253906]]"
img_00162.png,"[[52.96233367919922, 46.7320671081543], [58.81484222412109, 417.53125], [51.35959243774414, 170.79354858398438]]"
img_00163.png,"[[368.242431640625, 326.6099853515625], [123.34373474121094, 54.48366165161133], [126.2108383178711, 248.52114868164065]]"
img_00164.png,"[[133.53033447265625, 341.91973876953125], [516.007568359375, 70.74268341064453], [63.64043426513672, 75.27513122558594], [283.04644775390625, 102.44190216064452], [420.9242858886719, 335.95751953125]]"
img_00165.png,[]
img_00166.png,"[[236.42665100097656, 85.48902893066406], [259.3829345703125, 302.1246337890625]]"
img_00167.png,"[[568.550537109375, 392.6029052734375], [575.9439086914062, 184.71575927734372]]"
img_00168.png,"[[87.84292602539062, 101.22639465332033], [251.45248413085935, 338.6466064453125], [325.56280517578125, 110.33284759521484]]"
img_00169.png,"[[348.1296691894531, 360.12261962890625], [134.00527954101562, 338.54473876953125], [550.0787963867188, 86.93917846679688], [421.0796813964844, 177.00338745117188]]"
img_00170.png,"[[556.6171875, 414.2290954589844], [367.9810180664063, 226.674072265625]]"
img_00171.png,"[[120.52196502685548, 393.0692138671875]]"
img_00172.png,"[[79.78207397460938, 322.11639404296875]]"
img_00173.png,"[[277.06207275390625, 389.257080078125], [167.1564178466797, 177.0269012451172]]"
img_00174.png,"[[122.96458435058594, 101.35612487792967]]"
img_00175.png,"[[301.6640319824219, 378.9851989746094]]"
img_00176.png,[]
img_00177.png,"[[297.8267517089844, 356.04315185546875], [94.93067169189452, 338.21221923828125], [576.8819580078125, 392.4202575683594], [241.66798400878903, 170.93984985351562]]"
img_00178.png,[]
img_00179.png,"[[555.7008056640625, 392.8577880859375], [517.7296752929688, 40.92152404785156], [492.3901062011719, 121.27760314941406], [200.39849853515625, 186.08383178710935]]"
img_00180.png,"[[250.27731323242188, 372.5221252441406], [475.9861755371094, 237.85153198242188]]"
img_00181.png,[]
img_00182.png,"[[255.41989135742188, 119.87590789794922], [109.31830596923828, 54.942481994628906], [276.88848876953125, 297.54180908203125]]"
img_00183.png,"[[465.2417602539063, 265.1155700683594], [387.4967041015625, 73.90863800048828], [545.29736328125, 83.19050598144531]]"
img_00184.png,"[[129.1909942626953, 314.6056213378906]]"
img_00185.png,"[[110.45452880859376, 417.29541015625], [81.7689437866211, 318.409912109375]]"
img_00186.png,"[[136.32638549804688, 97.94197082519533]]"
img_00187.png,"[[551.9232788085938, 427.864013671875], [358.37261962890625, 407.6615295410156], [457.7878112792969, 190.0647735595703], [277.72088623046875, 221.3199920654297], [251.69390869140625, 66.69332885742188]]"
img_00188.png,"[[126.9533233642578, 384.63812255859375]]"
img_00189.png,"[[511.3070068359375, 119.72843933105467], [186.08084106445312, 281.27764892578125], [355.1101989746094, 57.35191345214844]]"
img_00190.png,"[[379.8661804199219, 291.14306640625], [534.4745483398438, 377.4549255371094], [545.3360595703125, 176.65542602539062]]"
img_00191.png,"[[91.7609634399414, 349.6399230957031], [555.7752685546875, 341.8348999023437], [514.4605102539062, 169.8040313720703], [355.6540222167969, 133.52590942382812]]"
img_00192.png,[]
img_00193.png,"[[113.35205078125, 419.8164978027344], [322.174560546875, 361.7146911621094], [591.8912353515625, 282.55450439453125], [594.6182861328125, 400.64208984375]]"
img_00194.png,"[[476.8503723144531, 368.737060546875], [280.9513854980469, 352.2568054199219], [547.5031127929688, 182.95236206054688], [100.0220718383789, 118.33052825927734], [400.1685791015625, 64.45379638671875]]"
img_00195.png,[]
img_00196.png,[]
img_00197.png,"[[533.9130859375, 311.0765686035156], [140.51992797851562, 425.359130859375]]"
img_00198.png,"[[329.76348876953125, 407.0787353515625], [205.6471405029297, 422.9308471679688]]"
img_00199.png,"[[384.6509094238281, 396.21624755859375], [534.23583984375, 435.2269287109375]]"
