image_id,points
img_00087.png,"[[237.5750732421875, 280.5827941894531], [71.02371978759766, 237.39907836914065]]"
img_00088.png,"[[535.834228515625, 247.2476806640625], [366.09124755859375, 140.70623779296875], [242.18087768554688, 336.5824584960937], [450.4678955078125, 418.36529541015625]]"
img_00089.png,"[[81.9566650390625, 289.6119384765625]]"
img_00090.png,"[[560.94482421875, 242.97509765625], [283.44189453125, 231.86996459960935]]"
img_00091.png,"[[520.6854248046875, 230.2954864501953], [271.3490600585937, 211.41372680664065], [76.47445678710938, 241.6605682373047], [56.73287963867188, 57.98033905029297], [37.915626525878906, 443.1073913574219]]"
img_00092.png,"[[241.19549560546875, 412.6765747070313], [311.945068359375, 200.54034423828125], [516.6406860351562, 319.08380126953125], [535.4414672851562, 107.81322479248048], [65.80848693847656, 218.1915283203125], [112.6614990234375, 92.29288482666016]]"
img_00093.png,"[[440.4028930664063, 240.13397216796875], [344.0009765625, 395.4697265625], [490.4117736816406, 425.11041259765625], [152.63055419921875, 364.1423950195313]]"
img_00094.png,"[[127.37037658691406, 154.53622436523438], [450.8338623046875, 70.14616394042969], [572.4237670898438, 202.91888427734372]]"
img_00095.png,"[[571.9284057617188, 325.0069274902344], [603.6597900390625, 200.6214904785156]]"
img_00096.png,"[[498.40814208984375, 361.14886474609375], [79.19761657714844, 48.96112823486328], [174.82078552246094, 277.8881225585937]]"
img_00097.png,"[[176.57223510742188, 257.2806091308594]]"
img_00098.png,"[[301.5433044433594, 92.82068634033205], [165.39859008789062, 66.34725189208984], [545.0877685546875, 223.8966217041016], [301.788818359375, 309.5609130859375]]"
img_00099.png,"[[51.715213775634766, 287.111083984375], [61.923095703125, 172.62332153320312]]"
img_00100.png,"[[549.335205078125, 57.00114059448242], [142.77392578125, 161.15061950683594]]"
img_00101.png,"[[167.79049682617188, 159.8597869873047], [574.183349609375, 93.8433837890625], [451.4398193359375, 289.0603942871094], [284.1773681640625, 197.0494384765625], [323.7443542480469, 88.16921997070312], [240.72415161132807, 34.06368637084961]]"
img_00102.png,"[[111.38786315917967, 102.2004852294922], [521.45166015625, 382.3866882324219], [537.8773803710938, 187.010498046875], [172.63742065429688, 304.1492614746094]]"
img_00103.png,"[[340.6670227050781, 374.8007507324219], [82.3414077758789, 337.80633544921875], [540.1346435546875, 368.3502197265625]]"
img_00104.png,"[[553.0416259765625, 377.2386779785156], [189.38720703125, 413.087158203125], [505.2090759277344, 175.74484252929688], [231.3853912353516, 187.3714904785156]]"
img_00105.png,"[[429.7937316894531, 57.1539306640625], [516.8447265625, 303.4447326660156]]"
img_00106.png,"[[84.38726043701172, 326.7252197265625], [71.40931701660156, 84.94940948486328], [398.82171630859375, 197.7564392089844]]"
img_00107.png,"[[560.2913818359375, 87.1357421875], [202.55581665039065, 212.88253784179688]]"
img_00108.png,"[[309.9090576171875, 380.7496643066406], [395.9568786621094, 194.6967010498047], [117.32083129882812, 138.85043334960938], [564.3767700195312, 273.5057373046875], [410.4655456542969, 150.741455078125]]"
img_00109.png,"[[596.7095947265625, 178.0114288330078], [377.3095703125, 137.13681030273438]]"
img_00110.png,"[[66.84993743896484, 249.8870849609375]]"
img_00111.png,"[[261.2649841308594, 113.63099670410156], [465.3367614746094, 382.4179382324219], [196.0586853027344, 336.2275085449219]]"
img_00112.png,"[[578.8875732421875, 118.02775573730467], [85.06349182128906, 108.74989318847656]]"
img_00113.png,"[[340.4081420898437, 409.19183349609375], [169.84107971191406, 68.75033569335938], [41.88874816894531, 88.77412414550781]]"
img_00114.png,"[[461.6827392578125, 155.25161743164062], [152.6112823486328, 173.09120178222656], [385.337158203125, 360.8923645019531], [239.899169921875, 378.64739990234375]]"
img_00115.png,"[[57.56697082519531, 229.37515258789065]]"
img_00116.png,"[[248.30224609375, 88.37065887451172], [81.44200134277344, 91.3161849975586], [131.17056274414062, 388.9710693359375], [195.22706604003903, 260.2755432128906]]"
img_00117.png,"[[96.645751953125, 271.0633239746094], [340.1063842773437, 255.72634887695312], [578.02001953125, 99.20860290527344], [600.89013671875, 319.4207458496094]]"
img_00118.png,"[[573.893310546875, 55.57314300537109], [444.9343872070313, 54.399658203125], [191.6619415283203, 364.351318359375], [437.769775390625, 290.9755249023437], [335.45953369140625, 56.87166595458984]]"
img_00119.png,"[[437.4565124511719, 63.84542846679688], [152.013427734375, 227.6394805908203], [572.3814697265625, 56.79676055908203], [456.53216552734375, 305.5567321777344]]"
img_00120.png,"[[570.2291259765625, 179.2115020751953], [571.828125, 415.8735961914063]]"
img_00121.png,"[[295.7152709960937, 196.3019561767578]]"
img_00122.png,"[[517.2723388671875, 135.05447387695312], [401.423583984375, 350.36474609375]]"
img_00123.png,"[[57.34126663208008, 105.0141830444336], [47.92827987670898, 204.79107666015625], [583.296875, 225.7857666015625], [304.0755615234375, 236.64236450195312]]"
img_00124.png,"[[465.1796875, 410.5166320800781]]"
img_00125.png,"[[535.26513671875, 376.206787109375], [105.47523498535156, 430.2366333007813], [120.5895538330078, 305.6239318847656], [602.03466796875, 171.5647735595703]]"
img_00126.png,"[[101.64411926269533, 409.4920654296875], [214.45567321777344, 438.41015625], [299.6220092773437, 418.2039794921875]]"
img_00127.png,"[[542.2464599609375, 108.0977783203125]]"
img_00128.png,"[[157.11752319335938, 68.23660278320312], [420.328125, 397.5900573730469], [457.114013671875, 137.61334228515625], [242.24172973632807, 384.9038696289063]]"
img_00129.png,"[[185.93101501464844, 362.910888671875]]"
img_00130.png,"[[108.2800750732422, 128.138671875], [522.4930419921875, 358.39898681640625], [462.3192138671875, 132.46791076660156], [163.5916290283203, 331.223876953125], [342.3652648925781, 340.7427978515625]]"
img_00131.png,"[[216.34413146972656, 119.34423065185548], [360.9088134765625, 342.171875], [381.1865234375, 136.44435119628906], [161.86343383789062, 286.8602905273437], [69.82133483886719, 76.75716400146484]]"
img_00132.png,"[[240.78224182128903, 130.83761596679688], [494.7889099121094, 233.27001953125]]"
img_00133.png,"[[593.4019775390625, 40.98729705810547], [104.9589385986328, 145.9631805419922], [556.244140625, 398.1500244140625], [102.82798767089844, 314.4656066894531]]"
img_00134.png,"[[243.2192230224609, 221.90240478515625]]"
img_00135.png,"[[466.2375183105469, 266.6383361816406], [65.38754272460938, 430.0134887695313], [335.37371826171875, 76.48394775390625]]"
img_00136.png,"[[91.11862182617188, 86.81845092773438], [416.9307861328125, 298.5032043457031], [533.624267578125, 427.5300903320313]]"
img_00137.png,"[[511.4421997070313, 121.85226440429688], [119.68376159667967, 215.23443603515625], [249.64889526367188, 102.8992156982422], [475.2011413574219, 340.5616455078125]]"
img_00138.png,"[[85.0411605834961, 115.0535125732422], [86.24486541748047, 435.630859375], [395.7363586425781, 245.10926818847656]]"
img_00139.png,"[[299.8016967773437, 51.185813903808594], [549.934326171875, 433.86962890625]]"
img_00140.png,"[[562.06982421875, 354.8876037597656]]"
img_00141.png,"[[573.2822265625, 158.4951934814453]]"
img_00142.png,"[[325.67694091796875, 320.4446716308594], [54.708526611328125, 95.34915161132812], [602.29150390625, 401.04107666015625], [521.253662109375, 360.5755004882813]]"
img_00143.png,"[[440.4186401367188, 353.4423217773437]]"
img_00144.png,"[[163.5726318359375, 118.32186889648438], [271.84033203125, 352.8061828613281], [434.682373046875, 55.6336669921875], [309.6772155761719, 44.32270050048828], [511.7669677734375, 423.7493286132813]]"
img_00145.png,"[[267.3714294433594, 213.67784118652344], [496.2129211425781, 111.16292572021484]]"
img_00146.png,"[[515.47998046875, 174.68844604492188], [348.01287841796875, 185.5938262939453], [76.84652709960938, 102.3022689819336], [153.01014709472656, 231.3113250732422]]"
img_00147.png,"[[117.62245178222656, 343.27520751953125]]"
img_00148.png,"[[108.5971221923828, 325.4640808105469], [279.3309326171875, 365.2269592285156], [324.5562744140625, 173.907958984375], [148.53590393066406, 50.8367919921875]]"
img_00149.png,"[[431.17919921875, 118.59480285644533], [382.5712585449219, 379.78271484375], [51.469947814941406, 410.2452087402344], [600.930908203125, 250.1844482421875]]"
img_00150.png,"[[330.88397216796875, 275.57232666015625]]"
img_00151.png,"[[566.4995727539062, 162.0118408203125], [582.1612548828125, 65.21233367919922], [594.254150390625, 343.3240966796875]]"
img_00152.png,"[[380.7365112304688, 370.5457763671875], [454.55364990234375, 167.44931030273438], [78.55857849121094, 406.8419799804688]]"
img_00153.png,"[[316.4986877441406, 77.28270721435547], [157.44903564453125, 61.26258087158203], [512.964111328125, 352.220703125]]"
img_00154.png,"[[473.34375, 187.26803588867188], [547.1614990234375, 44.59740447998047]]"
img_00155.png,"[[434.3046875, 159.21420288085938]]"
img_00156.png,[]
img_00157.png,"[[115.50344848632812, 120.73705291748048], [328.84918212890625, 147.79884338378906]]"
img_00158.png,"[[464.115478515625, 295.66717529296875], [174.60755920410156, 89.76734161376953], [541.5148315429688, 107.7171630859375], [245.03306579589844, 321.05340576171875]]"
img_00159.png,"[[286.6302490234375, 121.0242691040039], [320.79052734375, 400.4666137695313]]"
img_00160.png,"[[450.6788330078125, 344.164794921875], [141.98464965820312, 415.84222412109375]]"
img_00161.png,"[[547.9598999023438, 342.0816650390625]]"
img_00162.png,"[[52.83790969848633, 46.28745269775391], [51.395973205566406, 171.2708740234375], [58.694854736328125, 417.19769287109375]]"
img_00163.png,"[[368.4666442871094, 326.8388671875], [123.28755950927734, 54.73751068115234], [127.17681884765624, 248.9578399658203]]"
img_00164.png,[]
img_00165.png,"[[580.2317504882812, 270.69390869140625], [587.6295776367188, 167.0741424560547], [560.806396484375, 386.58001708984375], [311.48944091796875, 182.32688903808597]]"
img_00166.png,"[[258.777587890625, 302.4328308105469], [236.11160278320312, 85.85324096679688]]"
img_00167.png,"[[569.7593994140625, 393.0299072265625], [575.99462890625, 184.24539184570312]]"
img_00168.png,"[[125.22386169433594, 364.94769287109375], [555.0476684570312, 279.6373291015625], [549.1109619140625, 61.26451873779297]]"
img_00169.png,"[[131.7333984375, 337.89813232421875], [347.77587890625, 360.7482604980469], [420.6382141113281, 174.3522186279297], [550.4010620117188, 87.08951568603516]]"
img_00170.png,"[[135.96763610839844, 309.4642944335937], [81.4687728881836, 130.50244140625], [259.18426513671875, 414.62982177734375]]"
img_00171.png,"[[120.35725402832033, 393.3548889160156]]"
img_00172.png,"[[80.10082244873047, 323.2706604003906]]"
img_00173.png,"[[276.870849609375, 389.4519653320313], [166.85385131835938, 178.5258331298828]]"
img_00174.png,"[[122.66424560546876, 101.05802917480467]]"
img_00175.png,[]
img_00176.png,"[[570.635498046875, 102.85626983642578]]"
img_00177.png,"[[294.593505859375, 357.0648193359375], [94.91546630859376, 338.6756591796875], [577.3896484375, 392.641357421875], [241.8607635498047, 170.63348388671875]]"
img_00178.png,"[[100.11143493652344, 134.9114990234375]]"
img_00179.png,"[[555.766357421875, 393.2688598632813], [517.7010498046875, 41.10565948486328], [492.84967041015625, 121.32503509521484]]"
img_00180.png,"[[250.9953155517578, 372.6269836425781], [475.4744262695313, 238.2628936767578]]"
img_00181.png,"[[555.614990234375, 369.7071228027344], [156.344970703125, 141.43875122070312], [113.41966247558594, 329.419677734375]]"
img_00182.png,"[[436.7195129394531, 406.3292236328125], [441.6290283203125, 126.85560607910156], [570.8236694335938, 317.8046569824219], [162.33065795898438, 246.04710388183597], [153.61383056640625, 413.7844543457031], [584.7625732421875, 137.58169555664062]]"
img_00183.png,"[[465.4845581054688, 265.2783508300781], [387.2493896484375, 73.88410949707031], [545.4100952148438, 83.05363464355469]]"
img_00184.png,"[[128.98912048339844, 314.3568115234375]]"
img_00185.png,"[[110.931884765625, 417.2326965332031], [82.07412719726562, 318.2541809082031]]"
img_00186.png,"[[105.36785888671876, 269.2172241210937], [67.87535095214844, 429.7392883300781], [372.12542724609375, 425.7516784667969]]"
img_00187.png,"[[458.3510437011719, 190.4027862548828], [551.7935791015625, 428.6021728515625], [357.91461181640625, 407.56158447265625], [277.5062255859375, 221.38433837890625], [251.9846954345703, 66.56424713134766]]"
img_00188.png,"[[127.64254760742188, 385.2951049804688], [428.5161743164063, 288.000244140625]]"
img_00189.png,"[[511.8453674316406, 119.90177917480467], [185.8936004638672, 282.6790466308594], [355.49835205078125, 56.61952209472656]]"
img_00190.png,"[[380.7124633789063, 291.6168518066406], [534.6967163085938, 377.3541870117188], [545.6044921875, 176.0342254638672]]"
img_00191.png,"[[355.7125549316406, 133.22476196289062], [556.135009765625, 342.14569091796875], [515.0022583007812, 170.6273651123047], [92.4211883544922, 349.7733764648437]]"
img_00192.png,"[[183.5379943847656, 419.8518676757813]]"
img_00193.png,"[[113.46910095214844, 419.7229614257813], [591.77099609375, 282.4078369140625], [322.2998046875, 361.7852783203125], [594.5404663085938, 400.63037109375]]"
img_00194.png,"[[246.4232940673828, 199.99929809570312], [92.97183227539062, 306.89111328125]]"
img_00195.png,"[[536.177734375, 387.9359130859375], [533.2523193359375, 208.57659912109372]]"
img_00196.png,"[[565.2269897460938, 102.15657043457033], [568.5025634765625, 412.9831848144531]]"
img_00197.png,"[[533.60107421875, 310.56427001953125], [140.98117065429688, 425.3294067382813]]"
img_00198.png,"[[329.9211120605469, 406.8840942382813], [205.63375854492188, 422.659423828125]]"
img_00199.png,"[[385.1961059570313, 396.311767578125], [533.5223388671875, 437.857421875]]"
